,title,year,category,result
26728,the fall of the roman empire,1964,s_actress,O
26729,the pink panther,1964,s_actress,O
26730,a hard day's night,1964,s_actress,O
26731,goldfinger,1964,s_actress,O
26732,the lively set,1964,s_actress,O
26733,father goose,1964,s_actress,O
26734,the americanization of emily,1964,s_actress,O
26735,what a way to go!,1964,s_actress,O
26736,fate is the hunter,1964,s_actress,O
26737,cheyenne autumn,1964,s_actress,O
26738,a house is not a home,1964,s_actress,O
26739,kisses for my president,1964,s_actress,O
26740,the visit,1964,s_actress,O
26741,7 faces of dr. lao,1964,s_actress,O
26742,the sound of music,1965,s_actress,N
26743,darling,1965,s_actress,O
26744,doctor zhivago,1965,s_actress,O
26745,ship of fools,1965,s_actress,O
26746,a thousand clowns,1965,s_actress,O
26747,the collector,1965,s_actress,O
26748,woman in the dunes,1965,s_actress,O
26749,cat ballou,1965,s_actress,O
26750,the spy who came in from the cold,1965,s_actress,O
26751,othello,1965,s_actress,N
26752,the pawnbroker,1965,s_actress,O
26753,a patch of blue,1965,s_actress,W
26754,the flight of the phoenix,1965,s_actress,O
26755,inside daisy clover,1965,s_actress,N
26756,the sandpiper,1965,s_actress,O
26757,the umbrellas of cherbourg,1965,s_actress,O
26758,the great race,1965,s_actress,O
26759,what's new pussycat?,1965,s_actress,O
26760,the agony and the ecstasy,1965,s_actress,O
26761,the greatest story ever told,1965,s_actress,O
26762,the pleasure seekers,1965,s_actress,O
26763,von ryan's express,1965,s_actress,O
26764,shenandoah,1965,s_actress,O
26765,king rat,1965,s_actress,O
26766,the slender thread,1965,s_actress,O
26767,in harm's way,1965,s_actress,O
26768,morituri,1965,s_actress,O
26769,a rage to live,1965,s_actress,O
26770,thunderball,1965,s_actress,O
26771,a man for all seasons,1966,s_actress,N
26772,alfie,1966,s_actress,N
26773,"the russians are coming, the russians are coming",1966,s_actress,O
26774,the sand pebbles,1966,s_actress,O
26775,who's afraid of virginia woolf?,1966,s_actress,W
26776,blowup,1966,s_actress,O
26777,a man and a woman,1966,s_actress,O
26778,the professionals,1966,s_actress,O
26779,the shop on main street,1966,s_actress,O
26780,georgy girl,1966,s_actress,O
26781,morgan!,1966,s_actress,O
26782,the fortune cookie,1966,s_actress,O
26783,hawaii,1966,s_actress,N
26784,you're a big boy now,1966,s_actress,N
26785,born free,1966,s_actress,O
26786,an american dream,1966,s_actress,O
26787,the bible: in the beginning...,1966,s_actress,O
26788,a funny thing happened on the way to the forum,1966,s_actress,O
26789,the gospel according to st. matthew,1966,s_actress,O
26790,return of the seven,1966,s_actress,O
26791,the singing nun,1966,s_actress,O
26792,stop the world  i want to get off,1966,s_actress,O
26793,grand prix,1966,s_actress,O
26794,fantastic voyage,1966,s_actress,O
26795,gambit,1966,s_actress,O
26796,is paris burning?,1966,s_actress,O
26797,mister buddwing,1966,s_actress,O
26798,juliet of the spirits,1966,s_actress,O
26799,the oscar,1966,s_actress,O
26800,seconds,1966,s_actress,O
26801,mandragola,1966,s_actress,O
26802,in the heat of the night,1967,s_actress,O
26803,bonnie and clyde,1967,s_actress,W
26804,doctor dolittle,1967,s_actress,O
26805,the graduate,1967,s_actress,N
26806,guess who's coming to dinner,1967,s_actress,N
26807,in cold blood,1967,s_actress,O
26808,cool hand luke,1967,s_actress,O
26809,the whisperers,1967,s_actress,O
26810,wait until dark,1967,s_actress,O
26811,the dirty dozen,1967,s_actress,O
26812,thoroughly modern millie,1967,s_actress,N
26813,barefoot in the park,1967,s_actress,N
26814,ulysses,1967,s_actress,O
26815,far from the madding crowd,1967,s_actress,O
26816,camelot,1967,s_actress,O
26817,valley of the dolls,1967,s_actress,O
26818,the jungle book,1967,s_actress,O
26819,banning,1967,s_actress,O
26820,casino royale,1967,s_actress,O
26821,the happiest millionaire,1967,s_actress,O
26822,the taming of the shrew,1967,s_actress,O
26823,beach red,1967,s_actress,O
26824,tobruk,1967,s_actress,O
26825,oliver!,1968,s_actress,O
26826,funny girl,1968,s_actress,N
26827,the lion in winter,1968,s_actress,O
26828,"rachel, rachel",1968,s_actress,N
26829,romeo and juliet,1968,s_actress,O
26830,2001: a space odyssey,1968,s_actress,O
26831,the battle of algiers,1968,s_actress,O
26832,charly,1968,s_actress,O
26833,the heart is a lonely hunter,1968,s_actress,N
26834,the fixer,1968,s_actress,O
26835,the subject was roses,1968,s_actress,O
26836,isadora,1968,s_actress,O
26837,faces,1968,s_actress,N
26838,star!,1968,s_actress,O
26839,the producers,1968,s_actress,O
26840,rosemary's baby,1968,s_actress,W
26841,the odd couple,1968,s_actress,O
26842,the fox,1968,s_actress,O
26843,planet of the apes,1968,s_actress,O
26844,the shoes of the fisherman,1968,s_actress,O
26845,the thomas crown affair,1968,s_actress,O
26846,finian's rainbow,1968,s_actress,O
26847,the young girls of rochefort,1968,s_actress,O
26848,chitty chitty bang bang,1968,s_actress,O
26849,for love of ivy,1968,s_actress,O
26850,bullitt,1968,s_actress,O
26851,war and peace,1968,s_actress,O
26852,ice station zebra,1968,s_actress,O
26853,wild in the streets,1968,s_actress,O
26854,midnight cowboy,1969,s_actress,N
26855,anne of the thousand days,1969,s_actress,O
26856,butch cassidy and the sundance kid,1969,s_actress,O
26857,"hello, dolly!",1969,s_actress,O
26858,z,1969,s_actress,O
26859,alice's restaurant,1969,s_actress,O
26860,"they shoot horses, don't they?",1969,s_actress,N
26861,true grit,1969,s_actress,O
26862,"goodbye, mr. chips",1969,s_actress,O
26863,the prime of miss jean brodie,1969,s_actress,O
26864,the sterile cuckoo,1969,s_actress,O
26865,the happy ending,1969,s_actress,O
26866,the reivers,1969,s_actress,O
26867,bob & carol & ted & alice,1969,s_actress,N
26868,easy rider,1969,s_actress,O
26869,cactus flower,1969,s_actress,W
26870,last summer,1969,s_actress,N
26871,"goodbye, columbus",1969,s_actress,O
26872,the secret of santa vittoria,1969,s_actress,O
26873,the wild bunch,1969,s_actress,O
26874,paint your wagon,1969,s_actress,O
26875,sweet charity,1969,s_actress,O
26876,"gaily, gaily",1969,s_actress,O
26877,marooned,1969,s_actress,O
26878,"krakatoa, east of java",1969,s_actress,O
26879,patton,1970,s_actress,O
26880,airport,1970,s_actress,WN
26881,five easy pieces,1970,s_actress,N
26882,love story,1970,s_actress,O
26883,m*a*s*h,1970,s_actress,N
26884,fellini satyricon,1970,s_actress,O
26885,women in love,1970,s_actress,O
26886,i never sang for my father,1970,s_actress,O
26887,the great white hope,1970,s_actress,O
26888,ryan's daughter,1970,s_actress,O
26889,diary of a mad housewife,1970,s_actress,O
26890,lovers and other strangers,1970,s_actress,O
26891,little big man,1970,s_actress,O
26892,the landlord,1970,s_actress,N
26893,cromwell,1970,s_actress,O
26894,i girasoli,1970,s_actress,O
26895,let it be,1970,s_actress,O
26896,the baby maker,1970,s_actress,O
26897,a boy named charlie brown,1970,s_actress,O
26898,darling lili,1970,s_actress,O
26899,scrooge,1970,s_actress,O
26900,madron,1970,s_actress,O
26901,pieces of dreams,1970,s_actress,O
26902,tora! tora! tora!,1970,s_actress,O
26903,woodstock,1970,s_actress,O
26904,the hawaiians,1970,s_actress,O
26905,the molly maguires,1970,s_actress,O
26906,the french connection,1971,s_actress,O
26907,a clockwork orange,1971,s_actress,O
26908,fiddler on the roof,1971,s_actress,O
26909,the last picture show,1971,s_actress,WN
26910,nicholas and alexandra,1971,s_actress,O
26911,sunday bloody sunday,1971,s_actress,O
26912,kotch,1971,s_actress,O
26913,the hospital,1971,s_actress,O
26914,klute,1971,s_actress,O
26915,mccabe & mrs. miller,1971,s_actress,O
26916,"mary, queen of scots",1971,s_actress,O
26917,sometimes a great notion,1971,s_actress,O
26918,carnal knowledge,1971,s_actress,N
26919,who is harry kellerman and why is he saying those terrible things about me?,1971,s_actress,N
26920,the go-between,1971,s_actress,N
26921,the conformist,1971,s_actress,O
26922,the garden of the finzi-continis,1971,s_actress,O
26923,bedknobs and broomsticks,1971,s_actress,O
26924,death in venice,1971,s_actress,O
26925,what's the matter with helen?,1971,s_actress,O
26926,summer of '42,1971,s_actress,O
26927,shaft,1971,s_actress,O
26928,straw dogs,1971,s_actress,O
26929,the boy friend,1971,s_actress,O
26930,tchaikovsky,1971,s_actress,O
26931,willy wonka & the chocolate factory,1971,s_actress,O
26932,bless the beasts and children,1971,s_actress,O
26933,diamonds are forever,1971,s_actress,O
26934,the andromeda strain,1971,s_actress,O
26935,when dinosaurs ruled the earth,1971,s_actress,O
26936,the godfather,1972,s_actress,O
26937,cabaret,1972,s_actress,O
26938,deliverance,1972,s_actress,O
26939,the emigrants,1972,s_actress,O
26940,sounder,1972,s_actress,O
26941,sleuth,1972,s_actress,O
26942,the ruling class,1972,s_actress,O
26943,lady sings the blues,1972,s_actress,O
26944,travels with my aunt,1972,s_actress,O
26945,the heartbreak kid,1972,s_actress,N
26946,butterflies are free,1972,s_actress,W
26947,pete 'n' tillie,1972,s_actress,N
26948,fat city,1972,s_actress,N
26949,the poseidon adventure,1972,s_actress,N
26950,the candidate,1972,s_actress,O
26951,the discreet charm of the bourgeoisie,1972,s_actress,O
26952,murmur of the heart,1972,s_actress,O
26953,young winston,1972,s_actress,O
26954,ben,1972,s_actress,O
26955,the little ark,1972,s_actress,O
26956,the life and times of judge roy bean,1972,s_actress,O
26957,the stepmother,1972,s_actress,O
26958,limelight,1972,s_actress,O
26959,images,1972,s_actress,O
26960,napoleon and samantha,1972,s_actress,O
26961,man of la mancha,1972,s_actress,O
26962,1776,1972,s_actress,O
26963,the hot rock,1972,s_actress,O
26964,the sting,1973,s_actress,O
26965,american graffiti,1973,s_actress,N
26966,cries and whispers,1973,s_actress,O
26967,the exorcist,1973,s_actress,N
26968,a touch of class,1973,s_actress,O
26969,last tango in paris,1973,s_actress,O
26970,save the tiger,1973,s_actress,O
26971,the last detail,1973,s_actress,O
26972,serpico,1973,s_actress,O
26973,cinderella liberty,1973,s_actress,O
26974,the way we were,1973,s_actress,O
26975,"summer wishes, winter dreams",1973,s_actress,N
26976,the paper chase,1973,s_actress,O
26977,bang the drum slowly,1973,s_actress,O
26978,paper moon,1973,s_actress,WN
26979,the day of the dolphin,1973,s_actress,O
26980,papillon,1973,s_actress,O
26981,jesus christ superstar,1973,s_actress,O
26982,tom sawyer,1973,s_actress,O
26983,live and let die,1973,s_actress,O
26984,robin hood,1973,s_actress,O
26985,ludwig,1973,s_actress,O
26986,"brother sun, sister moon",1973,s_actress,O
26987,jonathan livingston seagull,1973,s_actress,O
26988,the day of the jackal,1973,s_actress,O
26989,the godfather part ii,1974,s_actress,N
26990,chinatown,1974,s_actress,O
26991,the conversation,1974,s_actress,O
26992,lenny,1974,s_actress,O
26993,the towering inferno,1974,s_actress,O
26994,day for night,1974,s_actress,N
26995,a woman under the influence,1974,s_actress,O
26996,harry and tonto,1974,s_actress,O
26997,murder on the orient express,1974,s_actress,W
26998,alice doesn't live here anymore,1974,s_actress,N
26999,claudine,1974,s_actress,O
27000,thunderbolt and lightfoot,1974,s_actress,O
27001,blazing saddles,1974,s_actress,N
27002,the apprenticeship of duddy kravitz,1974,s_actress,O
27003,young frankenstein,1974,s_actress,O
27004,shanks,1974,s_actress,O
27005,the great gatsby,1974,s_actress,O
27006,the little prince,1974,s_actress,O
27007,phantom of the paradise,1974,s_actress,O
27008,benji,1974,s_actress,O
27009,gold,1974,s_actress,O
27010,earthquake,1974,s_actress,O
27011,daisy miller,1974,s_actress,O
27012,the island at the top of the world,1974,s_actress,O
27013,the longest yard,1974,s_actress,O
27014,one flew over the cuckoo's nest,1975,s_actress,O
27015,barry lyndon,1975,s_actress,O
27016,dog day afternoon,1975,s_actress,O
27017,jaws,1975,s_actress,O
27018,nashville,1975,s_actress,N
27019,amarcord,1975,s_actress,O
27020,the sunshine boys,1975,s_actress,O
27021,the man in the glass booth,1975,s_actress,O
27022,"give 'em hell, harry!",1975,s_actress,O
27023,the story of adele h.,1975,s_actress,O
27024,tommy,1975,s_actress,O
27025,hedda,1975,s_actress,O
27026,hester street,1975,s_actress,O
27027,the day of the locust,1975,s_actress,O
27028,shampoo,1975,s_actress,W
27029,"farewell, my lovely",1975,s_actress,N
27030,jacqueline susann's once is not enough,1975,s_actress,N
27031,and now my love,1975,s_actress,O
27032,lies my father told me,1975,s_actress,O
27033,the man who would be king,1975,s_actress,O
27034,profumo di donna,1975,s_actress,O
27035,"birds do it, bees do it",1975,s_actress,O
27036,bite the bullet,1975,s_actress,O
27037,the wind and the lion,1975,s_actress,O
27038,funny lady,1975,s_actress,O
27039,whiffs,1975,s_actress,O
27040,the other side of the mountain,1975,s_actress,O
27041,mahogany,1975,s_actress,O
27042,the hindenburg,1975,s_actress,O
27043,the four musketeers,1975,s_actress,O
27044,the magic flute,1975,s_actress,O
27045,three days of the condor,1975,s_actress,O
27046,rocky,1976,s_actress,O
27047,all the president's men,1976,s_actress,N
27048,bound for glory,1976,s_actress,O
27049,network,1976,s_actress,W
27050,taxi driver,1976,s_actress,N
27051,face to face,1976,s_actress,O
27052,seven beauties,1976,s_actress,O
27053,cousin cousine,1976,s_actress,O
27054,carrie,1976,s_actress,N
27055,marathon man,1976,s_actress,O
27056,voyage of the damned,1976,s_actress,N
27057,fellini's casanova,1976,s_actress,O
27058,the seven-per-cent solution,1976,s_actress,O
27059,the omen,1976,s_actress,O
27060,obsession,1976,s_actress,O
27061,the outlaw josey wales,1976,s_actress,O
27062,bugsy malone,1976,s_actress,O
27063,a star is born,1976,s_actress,O
27064,the pink panther strikes again,1976,s_actress,O
27065,half a house,1976,s_actress,O
27066,king kong,1976,s_actress,O
27067,silver streak,1976,s_actress,O
27068,the incredible sarah,1976,s_actress,O
27069,the passover plot,1976,s_actress,O
27070,the last tycoon,1976,s_actress,O
27071,logan's run,1976,s_actress,O
27072,the shootist,1976,s_actress,O
27073,two-minute warning,1976,s_actress,O
27074,annie hall,1977,s_actress,O
27075,the goodbye girl,1977,s_actress,N
27076,julia,1977,s_actress,W
27077,star wars,1977,s_actress,O
27078,the turning point,1977,s_actress,N
27079,close encounters of the third kind,1977,s_actress,N
27080,equus,1977,s_actress,O
27081,a special day,1977,s_actress,O
27082,saturday night fever,1977,s_actress,O
27083,looking for mr. goodbar,1977,s_actress,N
27084,i never promised you a rose garden,1977,s_actress,O
27085,"oh, god!",1977,s_actress,O
27086,that obscure object of desire,1977,s_actress,O
27087,"mohammad, messenger of god",1977,s_actress,O
27088,the spy who loved me,1977,s_actress,O
27089,a little night music,1977,s_actress,O
27090,pete's dragon,1977,s_actress,O
27091,the slipper and the rose,1977,s_actress,O
27092,you light up my life,1977,s_actress,O
27093,the rescuers,1977,s_actress,O
27094,the deep,1977,s_actress,O
27095,sorcerer,1977,s_actress,O
27096,airport '77,1977,s_actress,O
27097,the other side of midnight,1977,s_actress,O
27098,islands in the stream,1977,s_actress,O
27099,smokey and the bandit,1977,s_actress,O
27100,the deer hunter,1978,s_actress,N
27101,coming home,1978,s_actress,N
27102,heaven can wait,1978,s_actress,N
27103,midnight express,1978,s_actress,O
27104,an unmarried woman,1978,s_actress,O
27105,interiors,1978,s_actress,N
27106,the buddy holly story,1978,s_actress,O
27107,the boys from brazil,1978,s_actress,O
27108,autumn sonata,1978,s_actress,O
27109,"same time, next year",1978,s_actress,O
27110,comes a horseman,1978,s_actress,O
27111,california suite,1978,s_actress,W
27112,bloodbrothers,1978,s_actress,O
27113,days of heaven,1978,s_actress,O
27114,superman,1978,s_actress,O
27115,pretty baby,1978,s_actress,O
27116,the wiz,1978,s_actress,O
27117,thank god it's friday,1978,s_actress,O
27118,grease,1978,s_actress,O
27119,foul play,1978,s_actress,O
27120,the magic of lassie,1978,s_actress,O
27121,hooper,1978,s_actress,O
27122,death on the nile,1978,s_actress,O
27123,caravans,1978,s_actress,O
27124,the swarm,1978,s_actress,O
27125,the brink's job,1978,s_actress,O
27126,kramer vs. kramer,1979,s_actress,WN
27127,all that jazz,1979,s_actress,O
27128,apocalypse now,1979,s_actress,O
27129,breaking away,1979,s_actress,N
27130,norma rae,1979,s_actress,O
27131,la cage aux folles,1979,s_actress,O
27132,the china syndrome,1979,s_actress,O
27133,...and justice for all.,1979,s_actress,O
27134,being there,1979,s_actress,O
27135,starting over,1979,s_actress,N
27136,chapter two,1979,s_actress,O
27137,the rose,1979,s_actress,O
27138,the black stallion,1979,s_actress,O
27139,manhattan,1979,s_actress,N
27140,a little romance,1979,s_actress,O
