,actor,actress,cinematography,costume,director,editing,effects,music,picture,s_actor,s_actress,screenplay,song,sound,title,year
2421,O,O,N,N,O,O,O,N,O,O,O,O,O,O,mr. turner,2014
2422,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the lego movie,2014
2423,O,O,O,O,O,O,O,O,O,O,O,O,N,O,beyond the lights,2014
2424,O,O,O,O,O,O,O,O,O,O,O,O,N,O,glen campbell: i'll be me,2014
2425,O,O,O,O,O,O,O,O,O,O,O,O,N,O,begin again,2014
2426,O,O,O,O,O,N,O,O,O,O,O,O,O,O,the hobbit: the battle of the five armies,2014
2427,O,O,N,O,O,N,O,O,O,O,O,O,O,N,unbroken,2014
2428,O,O,N,O,O,O,O,O,O,O,O,O,O,O,ida,2014
2429,O,O,O,N,O,O,O,O,O,O,O,O,O,O,maleficent,2014
2430,O,O,O,O,O,O,N,O,O,O,O,O,O,O,captain america: the winter soldier,2014
2431,O,O,O,O,O,O,N,O,O,O,O,O,O,O,dawn of the planet of the apes,2014
2432,O,O,O,O,O,O,N,O,O,O,O,O,O,O,guardians of the galaxy,2014
2433,O,O,O,O,O,O,N,O,O,O,O,O,O,O,x-men: days of future past,2014
2434,O,O,O,O,N,N,O,O,W,N,N,W,O,O,spotlight,2015
2435,O,O,O,O,N,N,O,O,N,N,O,W,O,O,the big short,2015
2436,O,O,O,O,O,O,O,N,N,W,O,N,O,N,bridge of spies,2015
2437,O,N,O,O,O,O,O,O,N,O,O,N,O,O,brooklyn,2015
2438,O,O,N,W,N,W,N,O,N,O,O,O,O,W,mad max: fury road,2015
2439,N,O,O,O,O,N,N,O,N,O,O,N,O,N,the martian,2015
2440,W,O,W,N,W,N,N,O,N,N,O,O,O,N,the revenant,2015
2441,O,W,O,O,N,O,O,O,N,O,O,N,O,O,room,2015
2442,N,O,O,O,O,O,O,O,O,O,O,O,O,O,trumbo,2015
2443,N,O,O,O,O,O,O,O,O,O,N,O,O,O,steve jobs,2015
2444,N,O,O,N,O,O,O,O,O,O,W,O,O,O,the danish girl,2015
2445,O,N,N,N,O,O,O,N,O,O,N,N,O,O,carol,2015
2446,O,N,O,O,O,O,O,O,O,O,O,O,O,O,joy,2015
2447,O,N,O,O,O,O,O,O,O,O,O,O,O,O,45 years,2015
2448,O,O,O,O,O,O,O,O,O,N,O,O,O,O,creed,2015
2449,O,O,N,O,O,O,O,W,O,O,N,O,O,O,the hateful eight,2015
2450,O,O,O,O,O,O,W,O,O,O,O,N,O,O,ex machina,2015
2451,O,O,O,O,O,O,O,O,O,O,O,N,O,O,inside out,2015
2452,O,O,O,O,O,O,O,O,O,O,O,N,O,O,straight outta compton,2015
2453,O,O,N,O,O,N,O,N,O,O,O,O,O,O,sicario,2015
2454,O,O,O,O,O,N,N,N,O,O,O,O,O,N,star wars: the force awakens,2015
2455,O,O,O,O,O,O,O,O,O,O,O,O,W,O,spectre,2015
2456,O,O,O,O,O,O,O,O,O,O,O,O,N,O,fifty shades of grey,2015
2457,O,O,O,O,O,O,O,O,O,O,O,O,N,O,racing extinction,2015
2458,O,O,O,O,O,O,O,O,O,O,O,O,N,O,youth,2015
2459,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the hunting ground,2015
2460,O,O,O,N,O,O,O,O,O,O,O,O,O,O,cinderella,2015
2461,O,O,N,O,N,N,O,N,W,W,N,W,O,O,moonlight,2016
2462,O,O,N,O,N,N,O,O,N,O,O,N,O,N,arrival,2016
2463,N,O,O,O,O,O,O,O,N,O,W,N,O,O,fences,2016
2464,N,O,O,O,N,W,O,O,N,O,O,O,O,W,hacksaw ridge,2016
2465,O,O,O,O,O,N,O,O,N,N,O,N,O,O,hell or high water,2016
2466,O,O,O,O,O,O,O,O,N,O,N,N,O,O,hidden figures,2016
2467,N,W,W,N,W,N,O,W,N,O,O,N,WN,N,la la land,2016
2468,O,O,N,O,O,O,O,N,N,N,N,N,O,O,lion,2016
2469,W,O,O,O,N,O,O,O,N,N,N,W,O,O,manchester by the sea,2016
2470,N,O,O,O,O,O,O,O,O,O,O,O,O,O,captain fantastic,2016
2471,O,N,O,O,O,O,O,O,O,O,O,O,O,O,elle,2016
2472,O,N,O,O,O,O,O,O,O,O,O,O,O,O,loving,2016
2473,O,N,O,N,O,O,O,N,O,O,O,O,O,O,jackie,2016
2474,O,N,O,N,O,O,O,O,O,O,O,O,O,O,florence foster jenkins,2016
2475,O,O,O,O,O,O,O,O,O,N,O,O,O,O,nocturnal animals,2016
2476,O,O,O,O,O,O,O,O,O,O,O,N,O,O,20th century women,2016
2477,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the lobster,2016
2478,O,O,O,O,O,O,O,N,O,O,O,O,O,O,passengers,2016
2479,O,O,O,O,O,O,O,O,O,O,O,O,N,O,trolls,2016
2480,O,O,O,O,O,O,O,O,O,O,O,O,N,O,jim: the james foley story,2016
2481,O,O,O,O,O,O,O,O,O,O,O,O,N,O,moana,2016
2482,O,O,O,O,O,N,N,O,O,O,O,O,O,O,deepwater horizon,2016
2483,O,O,O,O,O,N,O,O,O,O,O,O,O,O,sully,2016
2484,O,O,O,O,O,O,O,O,O,O,O,O,O,N,13 hours: the secret soldiers of benghazi,2016
2485,O,O,O,O,O,O,N,O,O,O,O,O,O,N,rogue one: a star wars story,2016
2486,O,O,N,O,O,O,O,O,O,O,O,O,O,O,silence,2016
2487,O,O,O,W,O,O,O,O,O,O,O,O,O,O,fantastic beasts and where to find them,2016
2488,O,O,O,N,O,O,O,O,O,O,O,O,O,O,allied,2016
2489,O,O,O,O,O,O,W,O,O,O,O,O,O,O,the jungle book,2016
2490,O,O,O,O,O,O,N,O,O,O,O,O,O,O,doctor strange,2016
2491,O,O,O,O,O,O,N,O,O,O,O,O,O,O,kubo and the two strings,2016
2492,O,N,N,N,W,N,O,W,W,N,N,N,O,N,the shape of water,2017
2493,N,O,O,O,O,O,O,O,N,O,O,W,N,O,call me by your name,2017
2494,W,O,N,N,O,O,O,O,N,O,O,O,O,O,darkest hour,2017
2495,O,O,N,O,N,W,O,N,N,O,O,O,O,W,dunkirk,2017
2496,N,O,O,O,N,O,O,O,N,O,O,W,O,O,get out,2017
2497,O,N,O,O,N,O,O,O,N,O,N,N,O,O,lady bird,2017
2498,N,O,O,W,N,O,O,N,N,O,N,O,O,O,phantom thread,2017
2499,O,N,O,O,O,O,O,O,N,O,O,O,O,O,the post,2017
2500,O,W,O,O,O,N,O,N,N,WN,O,N,O,O,"three billboards outside ebbing, missouri",2017
2501,N,O,O,O,O,O,O,O,O,O,O,O,O,O,"roman j. israel, esq.",2017
2502,O,N,O,O,O,N,O,O,O,O,W,O,O,O,"i, tonya",2017
2503,O,O,O,O,O,O,O,O,O,N,O,O,O,O,the florida project,2017
2504,O,O,O,O,O,O,O,O,O,N,O,O,O,O,all the money in the world,2017
2505,O,O,N,O,O,O,O,O,O,O,N,N,N,O,mudbound,2017
2506,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the big sick,2017
2507,O,O,O,O,O,O,O,O,O,O,O,N,O,O,the disaster artist,2017
2508,O,O,O,O,O,O,O,O,O,O,O,N,O,O,logan,2017
2509,O,O,O,O,O,O,O,O,O,O,O,N,O,O,molly's game,2017
2510,O,O,O,O,O,N,N,N,O,O,O,O,O,N,star wars: the last jedi,2017
2511,O,O,O,O,O,O,O,O,O,O,O,O,W,O,coco,2017
2512,O,O,O,O,O,O,O,O,O,O,O,O,N,O,marshall,2017
2513,O,O,O,O,O,O,O,O,O,O,O,O,N,O,the greatest showman,2017
2514,O,O,O,O,O,N,O,O,O,O,O,O,O,N,baby driver,2017
2515,O,O,W,O,O,N,W,O,O,O,O,O,O,N,blade runner 2049,2017
2516,O,O,O,N,O,O,O,O,O,O,O,O,O,O,beauty and the beast,2017
2517,O,O,O,N,O,O,O,O,O,O,O,O,O,O,victoria & abdul,2017
2518,O,O,O,O,O,O,N,O,O,O,O,O,O,O,guardians of the galaxy vol. 2,2017
2519,O,O,O,O,O,O,N,O,O,O,O,O,O,O,kong: skull island,2017
2520,O,O,O,O,O,O,N,O,O,O,O,O,O,O,war for the planet of the apes,2017
2521,N,O,O,O,O,N,O,O,W,W,O,W,O,O,green book,2018
2522,O,O,O,W,O,N,O,W,N,O,O,O,N,N,black panther,2018
2523,O,O,O,O,N,N,O,N,N,N,O,W,O,O,blackkklansman,2018
2524,W,O,O,O,O,W,O,O,N,O,O,O,O,W,bohemian rhapsody,2018
2525,O,W,N,N,N,N,O,O,N,O,N,N,O,O,the favourite,2018
2526,O,N,W,O,W,N,O,O,N,O,N,N,O,N,roma,2018
2527,N,N,N,O,O,O,O,O,N,N,O,N,W,N,a star is born,2018
2528,N,O,O,O,N,N,O,O,N,N,N,N,O,O,vice,2018
2529,O,O,N,O,N,O,O,O,O,O,O,O,O,O,cold war,2018
2530,N,O,O,O,O,O,O,O,O,O,O,O,O,O,at eternity's gate,2018
2531,O,N,O,O,O,O,O,O,O,O,O,O,O,O,the wife,2018
2532,O,N,O,O,O,O,O,O,O,N,O,N,O,O,can you ever forgive me?,2018
2533,O,O,O,O,O,O,O,N,O,O,W,N,O,O,if beale street could talk,2018
2534,O,O,O,O,O,O,O,O,O,O,O,N,O,O,first reformed,2018
2535,O,O,O,N,O,O,O,O,O,O,O,N,N,O,the ballad of buster scruggs,2018
2536,O,O,O,O,O,O,O,N,O,O,O,O,O,O,isle of dogs,2018
2537,O,O,O,N,O,O,O,N,O,O,O,O,N,O,mary poppins returns,2018
2538,O,O,O,O,O,O,O,O,O,O,O,O,N,O,rbg,2018
2539,O,O,O,O,O,N,W,O,O,O,O,O,O,N,first man,2018
2540,O,O,O,O,O,N,O,O,O,O,O,O,O,O,a quiet place,2018
2541,O,O,N,O,O,O,O,O,O,O,O,O,O,O,never look away,2018
2542,O,O,O,N,O,O,O,O,O,O,O,O,O,O,mary queen of scots,2018
2543,O,O,O,O,O,O,N,O,O,O,O,O,O,O,avengers: infinity war,2018
2544,O,O,O,O,O,O,N,O,O,O,O,O,O,O,christopher robin,2018
2545,O,O,O,O,O,O,N,O,O,O,O,O,O,O,ready player one,2018
2546,O,O,O,O,O,O,N,O,O,O,O,O,O,O,solo: a star wars story,2018
0,O,O,O,O,O,N,O,O,N,O,O,O,O,N,ford v ferrari,2019
1,O,O,N,N,N,N,N,O,N,N,O,N,O,O,the irishman,2019
2,O,O,O,N,O,N,O,O,N,O,N,N,O,O,jojo rabbit,2019
3,N,O,N,N,N,N,O,N,N,O,O,N,O,N,joker,2019
4,O,N,O,N,O,O,O,N,N,O,N,N,O,O,little women,2019
5,N,N,O,O,O,O,O,N,N,O,N,N,O,O,marriage story,2019
6,O,O,N,O,N,N,N,N,N,O,O,N,O,N,1917,2019
7,N,O,N,N,N,N,O,O,N,N,O,N,O,N,once upon a time in hollywood,2019
8,O,O,O,O,N,N,O,O,N,O,O,N,O,O,parasite,2019
9,N,O,O,O,O,O,O,O,O,O,O,O,O,O,pain and glory,2019
10,N,O,O,O,O,O,O,O,O,N,O,N,O,O,the two popes,2019
11,O,N,O,O,O,O,O,O,O,O,O,O,N,O,harriet,2019
12,O,N,O,O,O,O,O,O,O,O,N,O,O,O,bombshell,2019
13,O,N,O,O,O,O,O,O,O,O,O,O,O,O,judy,2019
14,O,O,O,O,O,O,O,O,O,N,O,O,O,O,a beautiful day in the neighborhood,2019
15,O,O,O,O,O,O,O,O,O,O,N,O,O,O,richard jewell,2019
16,O,O,O,O,O,O,O,O,O,O,O,N,O,O,knives out,2019
17,O,O,O,O,O,N,N,N,O,O,O,O,O,O,star wars: the rise of skywalker,2019
18,O,O,O,O,O,O,O,O,O,O,O,O,N,O,toy story 4,2019
19,O,O,O,O,O,O,O,O,O,O,O,O,N,O,rocketman,2019
20,O,O,O,O,O,O,O,O,O,O,O,O,N,O,breakthrough,2019
21,O,O,O,O,O,O,O,O,O,O,O,O,N,O,frozen ii,2019
22,O,O,O,O,O,O,O,O,O,O,O,O,O,N,ad astra,2019
23,O,O,N,O,O,O,O,O,O,O,O,O,O,O,the lighthouse,2019
24,O,O,O,O,O,O,N,O,O,O,O,O,O,O,avengers: endgame,2019
25,O,O,O,O,O,O,N,O,O,O,O,O,O,O,the lion king,2019
